Year,Value,UNIT_MEASURE,SERIES
2009.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2010.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2011.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2012.0,0.2,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2013.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2014.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2015.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2016.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2017.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2018.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2019.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2020.0,0.1,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
2021.0,0.0,Na 100 000 stanovnika,Broj žrtava trgovine ljudima na 100 000 stanovnika
,,,
