Year,Value,UNIT_MEASURE,SERIES
2010,1084.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2011,959.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2012,1109.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2013,1169.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2014,1193.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2015,1266.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2016,2698.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2017,2660.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2018,2841.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2019,2936.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2020,3171.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2021,2684.0,Hiljadu kubnih metara,EN_WWT_TREATMUN
2019,4.5,Procenat,EN_WWT_TREATPOP
2020,4.5,Procenat,EN_WWT_TREATPOP
2021,4.7,Procenat,EN_WWT_TREATPOP
