Year,Value,UNIT_MEASURE,SERIES
2018,20.16,Procenat,SH_BLD_ECOLI
2019,20.34,Procenat,SH_BLD_ECOLI
2020,23.46,Procenat,SH_BLD_ECOLI
2018,16.3,Procenat,SH_BLD_MRSA
2019,10.55,Procenat,SH_BLD_MRSA
2020,23.21,Procenat,SH_BLD_MRSA
