Year,SERIES,UNIT_MEASURE,Value
2018,SH_BLD_ECOLI,Проценат,20.16
2019,SH_BLD_ECOLI,Проценат,20.34
2020,SH_BLD_ECOLI,Проценат,23.46
2018,SH_BLD_MRSA,Проценат,16.3
2019,SH_BLD_MRSA,Проценат,10.55
2020,SH_BLD_MRSA,Проценат,23.21
