Year,SERIES,UNIT_MEASURE,Value
2004,Удио домаћинстава који живе испод 50% медијане издатака,Проценат,8.2
2007,Удио домаћинстава који живе испод 50% медијане издатака,Проценат,10.8
2011,Удио домаћинстава који живе испод 50% медијане издатака,Проценат,8.0
2015,Удио домаћинстава који живе испод 50% медијане издатака,Проценат,7.0
