Year,SERIES,UNIT_MEASURE,Value
2004,Udio domaćinstava koja žive ispod 50% medijane izdataka,Procenat,8.2
2007,Udio domaćinstava koja žive ispod 50% medijane izdataka,Procenat,10.8
2011,Udio domaćinstava koja žive ispod 50% medijane izdataka,Procenat,8.0
2015,Udio domaćinstava koja žive ispod 50% medijane izdataka,Procenat,7.0
