Year,SERIES,UNIT_MEASURE,Value
2018,SH_BLD_ECOLI,Procenat,20.16
2019,SH_BLD_ECOLI,Procenat,20.34
2020,SH_BLD_ECOLI,Procenat,23.46
2018,SH_BLD_MRSA,Procenat,16.3
2019,SH_BLD_MRSA,Procenat,10.55
2020,SH_BLD_MRSA,Procenat,23.21
