Year,Value,UNIT_MEASURE,SERIES
2014,38.0,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2015,43.4,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2016,42.8,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2017,64.9,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2018,71.2,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2019,72.1,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2020,72.8,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
2021,80.3,Проценат,Проценат лица старости 16–74 године која су користила интернет у посљедња три мјесеца
