Year,Value,UNIT_MEASURE,SERIES
2011,13.93,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2015,7.28,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2017,6.5,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2018,6.9,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2019,7.44,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2020,7.27,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
2021,6.94,Проценат,Просjечни трошкови дознака за слање 200 УСД у земљу примаоца као пропорција дозначеног износа (%)
