Year,Value,UNIT_MEASURE,SERIES
2009.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2010.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2011.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2012.0,0.2,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2013.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2014.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2015.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2016.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2017.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2018.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2019.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2020.0,0.1,На 100 000 становника,Број жртава трговине људима на 100 000 становника
2021.0,0.0,На 100 000 становника,Број жртава трговине људима на 100 000 становника
,,,
