Year,Value,UNIT_MEASURE,SERIES
2018,20.16,Проценат,SH_BLD_ECOLI
2019,20.34,Проценат,SH_BLD_ECOLI
2020,23.46,Проценат,SH_BLD_ECOLI
2018,16.3,Проценат,SH_BLD_MRSA
2019,10.55,Проценат,SH_BLD_MRSA
2020,23.21,Проценат,SH_BLD_MRSA
