Year,Value,UNIT_MEASURE,SERIES
2004,8.2,Percent,Share of households living under 50% of the median expenditure
2007,10.8,Percent,Share of households living under 50% of the median expenditure
2011,8.0,Percent,Share of households living under 50% of the median expenditure
2015,7.0,Percent,Share of households living under 50% of the median expenditure
