Year,SERIES,UNIT_MEASURE,Value
2018,SH_BLD_ECOLI,Percent,20.16
2019,SH_BLD_ECOLI,Percent,20.34
2020,SH_BLD_ECOLI,Percent,23.46
2018,SH_BLD_MRSA,Percent,16.3
2019,SH_BLD_MRSA,Percent,10.55
2020,SH_BLD_MRSA,Percent,23.21
