Year,SERIES,UNIT_MEASURE,Value
2004,Share of households living under 50% of the median expenditure,Percent,8.2
2007,Share of households living under 50% of the median expenditure,Percent,10.8
2011,Share of households living under 50% of the median expenditure,Percent,8.0
2015,Share of households living under 50% of the median expenditure,Percent,7.0
