Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2011,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,1636954
2012,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,1664593
2013,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,1819199
2014,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,1888795
2015,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,1863124
2016,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,2074672
2017,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,2478433
2018,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,2685522
2019,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,2606564
2020,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,2461069
2021,TX_EXP_ECG,CUR_NAC_1000,TX_EU27,3214308
2011,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,117116
2012,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,31565
2013,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,73508
2014,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,79861
2015,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,65314
2016,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,76543
2017,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,92738
2018,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,103757
2019,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,136086
2020,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,148086
2021,TX_EXP_ECG,CUR_NAC_1000,TX_EFTA,201565
2011,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,66795
2012,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,60703
2013,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,55930
2014,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,61892
2015,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,87257
2016,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,107500
2017,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,142480
2018,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,110107
2019,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,99956
2020,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,113803
2021,TX_EXP_ECG,CUR_NAC_1000,TX_OTHDC,102462
2011,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,698367
2012,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,559897
2013,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,599931
2014,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,570437
2015,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,509689
2016,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,521492
2017,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,645335
2018,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,729090
2019,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,678774
2020,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,594310
2021,TX_EXP_ECG,CUR_NAC_1000,TX_CEFTA,811312
2011,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,21886
2012,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,36248
2013,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,35876
2014,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,66207
2015,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,69271
2016,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,74924
2017,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,102156
2018,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,96959
2019,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,79858
2020,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,65827
2021,TX_EXP_ECG,CUR_NAC_1000,TX_OTHCID,88079
2011,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,19691
2012,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,21732
2013,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,19647
2014,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,24822
2015,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,19268
2016,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,13970
2017,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,14951
2018,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,16388
