Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2019,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,9147
2020,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,10140
2021,TX_EXP_ECG,CUR_NAC_1000,TX_UNCLSS,11533
2011,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,1823350
2012,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,1840594
2013,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,1799168
2014,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,1965735
2015,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2085822
2016,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2208555
2017,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2410269
2018,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2618484
2019,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2726613
2020,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,2567470
2021,TX_IMP_ECG,CUR_NAC_1000,TX_EU27,3227270
2011,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,21632
2012,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,24819
2013,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,18033
2014,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,21351
2015,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,21241
2016,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,22914
2017,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,20201
2018,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,27771
2019,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,28491
2020,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,24219
2021,TX_IMP_ECG,CUR_NAC_1000,TX_EFTA,29331
2011,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,150665
2012,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,154467
2013,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,162449
2014,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,180678
2015,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,204874
2016,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,213756
2017,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,270827
2018,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,272463
2019,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,272676
2020,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,231526
2021,TX_IMP_ECG,CUR_NAC_1000,TX_OTHDC,295075
2011,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,892210
2012,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,839045
2013,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,842108
2014,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,877818
2015,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,839876
2016,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,888280
2017,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,940851
2018,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,980069
2019,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,989658
2020,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,934931
2021,TX_IMP_ECG,CUR_NAC_1000,TX_CEFTA,1164118
2011,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1689561
2012,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1628570
2013,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1735852
2014,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1900457
2015,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1217367
2016,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1092154
2017,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1246075
2018,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,1313208
2019,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,760076
2020,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,709971
2021,TX_IMP_ECG,CUR_NAC_1000,TX_OTHCID,861202
2011,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,107
2012,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,53
2013,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,26
2014,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,22
2015,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,0
2016,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,1284
2017,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,10857
2018,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,10275
2019,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,4677
2020,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,4171
2021,TX_IMP_ECG,CUR_NAC_1000,TX_UNCLSS,3527
