Year,SERIES,UNIT_MEASURE,SEX,COMPOSITE_BREAKDOWN,Value
2018,VC_VAW_MARR12M,PT,F,VAW_PHYSIC,3
2018,VC_VAW_MARR12M,PT,F,VAW_SEX,0
2018,VC_VAW_MARR12M,PT,F,VAW_PSYCH,9
2018,VC_VAW_MARRY15,PT,F,VAW_PHYSIC,11
2018,VC_VAW_MARRY15,PT,F,VAW_SEX,3
2018,VC_VAW_MARRY15,PT,F,VAW_PSYCH,36
