Year,SERIES,UNIT_MEASURE,Value
2004,SI_POV_50MEHH,PT,8.2
2007,SI_POV_50MEHH,PT,10.8
2011,SI_POV_50MEHH,PT,8.0
2015,SI_POV_50MEHH,PT,7.0
