Year,SERIES,UNIT_MEASURE,SEX,Value
2017,SE_ADT_EDUCTRN,PT,_T,9.8
2017,SE_ADT_EDUCTRN,PT,M,10.1
2017,SE_ADT_EDUCTRN,PT,F,9.6
