Year,Value,UNIT_MEASURE,SERIES
2009,453000,CUR_LCU,DI_SUSP_TRS
2010,728000,CUR_LCU,DI_SUSP_TRS
2011,404000,CUR_LCU,DI_SUSP_TRS
2012,2900000,CUR_LCU,DI_SUSP_TRS
2013,1107058,CUR_LCU,DI_SUSP_TRS
2014,2738514,CUR_LCU,DI_SUSP_TRS
2015,2563708,CUR_LCU,DI_SUSP_TRS
2016,78163647,CUR_LCU,DI_SUSP_TRS
2017,5724857,CUR_LCU,DI_SUSP_TRS
2018,175957160,CUR_LCU,DI_SUSP_TRS
2019,9420753,CUR_LCU,DI_SUSP_TRS
2020,8389057,CUR_LCU,DI_SUSP_TRS
2021,11783151,CUR_LCU,DI_SUSP_TRS
2009,332090,USD,DI_SUSP_TRS
2010,494309,USD,DI_SUSP_TRS
2011,267271,USD,DI_SUSP_TRS
2012,1954705,USD,DI_SUSP_TRS
2013,780159,USD,DI_SUSP_TRS
2014,1702619,USD,DI_SUSP_TRS
2015,1432183,USD,DI_SUSP_TRS
2016,42126518,USD,DI_SUSP_TRS
2017,3510438,USD,DI_SUSP_TRS
2018,103046443,USD,DI_SUSP_TRS
2019,5389465,USD,DI_SUSP_TRS
2020,5267636,USD,DI_SUSP_TRS
2021,6828315,USD,DI_SUSP_TRS
