Year,Value,UNIT_MEASURE,SERIES
2009.0,0.0,PER_100000_POP,VC_HTF_DETVR
2010.0,0.0,PER_100000_POP,VC_HTF_DETVR
2011.0,0.1,PER_100000_POP,VC_HTF_DETVR
2012.0,0.2,PER_100000_POP,VC_HTF_DETVR
2013.0,0.0,PER_100000_POP,VC_HTF_DETVR
2014.0,0.0,PER_100000_POP,VC_HTF_DETVR
2015.0,0.1,PER_100000_POP,VC_HTF_DETVR
2016.0,0.1,PER_100000_POP,VC_HTF_DETVR
2017.0,0.1,PER_100000_POP,VC_HTF_DETVR
2018.0,0.0,PER_100000_POP,VC_HTF_DETVR
2019.0,0.1,PER_100000_POP,VC_HTF_DETVR
2020.0,0.1,PER_100000_POP,VC_HTF_DETVR
2021.0,0.0,PER_100000_POP,VC_HTF_DETVR
,,,
