Year,Value,UNIT_MEASURE,SERIES
2009,27900,CUR_LCU,DC_ODA_BDPE
2010,16730,CUR_LCU,DC_ODA_BDPE
2011,24890,CUR_LCU,DC_ODA_BDPE
2012,38155,CUR_LCU,DC_ODA_BDPE
2013,16630,CUR_LCU,DC_ODA_BDPE
2014,8630,CUR_LCU,DC_ODA_BDPE
2015,8930,CUR_LCU,DC_ODA_BDPE
2016,1730,CUR_LCU,DC_ODA_BDPE
2017,830,CUR_LCU,DC_ODA_BDPE
2018,107015,CUR_LCU,DC_ODA_BDPE
2019,83584,CUR_LCU,DC_ODA_BDPE
2020,114740,CUR_LCU,DC_ODA_BDPE
2021,220980,CUR_LCU,DC_ODA_BDPE
