Year,Value,UNIT_MEASURE,SERIES
2004,8.2,PT,SI_POV_50M?HH
2007,10.8,PT,SI_POV_50M?HH
2011,8.0,PT,SI_POV_50M?HH
2015,7.0,PT,SI_POV_50M?HH
