Year,Value,UNIT_MEASURE,SERIES
2009,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2010,9.8,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2011,10.5,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2012,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2013,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2014,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2015,10.7,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2016,10.6,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2017,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2018,10.5,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2019,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2020,32.7,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2021,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2022,11.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
2023,0.0,PER_100000_LIVE_BIRTHS,SH_STA_MORT
